date,sentiment_score,sentiment_label,simulated_headline
2019-11-06,0.143,Neutral,Sideways trading continues throughout the session.
2019-11-07,-0.203,Neutral,Market participants remain undecided.
2019-11-08,-0.606,Negative,Major exchange hack sparks panic selling.
2019-11-09,-0.131,Neutral,Sideways trading continues throughout the session.
2019-11-10,0.397,Positive,Positive regulatory news sparks a rally.
2019-11-11,-0.422,Negative,Fears of regulatory crackdown loom.
2019-11-12,0.032,Neutral,Market consolidating around key levels.
2019-11-13,0.014,Neutral,Low volatility day ahead of fed meeting.
2019-11-14,-0.101,Neutral,Market participants remain undecided.
2019-11-15,-0.307,Negative,Major exchange hack sparks panic selling.
2019-11-16,0.143,Neutral,Market consolidating around key levels.
2019-11-17,0.071,Neutral,Market consolidating around key levels.
2019-11-18,-0.634,Negative,Bears dominating as support levels break.
2019-11-19,-0.025,Neutral,Sideways trading continues throughout the session.
2019-11-20,-0.065,Neutral,Sideways trading continues throughout the session.
2019-11-21,-0.835,Negative,Market bleeds amidst macroeconomic uncertainty.
2019-11-22,-0.607,Negative,Bears dominating as support levels break.
2019-11-23,0.082,Neutral,Market participants remain undecided.
2019-11-24,-0.902,Negative,Market bleeds amidst macroeconomic uncertainty.
2019-11-25,0.345,Positive,Market shows strong resilience.
2019-11-26,0.033,Neutral,Trading sideways with no clear direction.
2019-11-27,0.821,Positive,Positive regulatory news sparks a rally.
2019-11-28,-0.29,Neutral,Market participants remain undecided.
2019-11-29,0.535,Positive,Institutional adoption continues to grow.
2019-11-30,-0.489,Negative,Fears of regulatory crackdown loom.
2019-12-01,-0.16,Neutral,Low volatility day ahead of fed meeting.
2019-12-02,-0.188,Neutral,Low volatility day ahead of fed meeting.
2019-12-03,-0.154,Neutral,Low volatility day ahead of fed meeting.
2019-12-04,-0.081,Neutral,Trading sideways with no clear direction.
2019-12-05,0.504,Positive,Institutional adoption continues to grow.
2019-12-06,0.228,Neutral,Trading sideways with no clear direction.
2019-12-07,-0.016,Neutral,Sideways trading continues throughout the session.
2019-12-08,0.066,Neutral,Sideways trading continues throughout the session.
2019-12-09,-0.522,Negative,Major exchange hack sparks panic selling.
2019-12-10,-0.301,Negative,Market bleeds amidst macroeconomic uncertainty.
2019-12-11,-0.168,Neutral,Market participants remain undecided.
2019-12-12,-0.01,Neutral,Low volatility day ahead of fed meeting.
2019-12-13,0.039,Neutral,Trading sideways with no clear direction.
2019-12-14,-0.489,Negative,Fears of regulatory crackdown loom.
2019-12-15,0.297,Neutral,Sideways trading continues throughout the session.
2019-12-16,-0.413,Negative,Fears of regulatory crackdown loom.
2019-12-17,-0.477,Negative,Market bleeds amidst macroeconomic uncertainty.
2019-12-18,0.805,Positive,Market shows strong resilience.
2019-12-19,-0.277,Neutral,Market consolidating around key levels.
2019-12-20,-0.101,Neutral,Low volatility day ahead of fed meeting.
2019-12-21,0.01,Neutral,Low volatility day ahead of fed meeting.
2019-12-22,0.65,Positive,Bulls taking control of the market.
2019-12-23,-0.411,Negative,Major exchange hack sparks panic selling.
2019-12-24,0.011,Neutral,Market participants remain undecided.
2019-12-25,0.073,Neutral,Low volatility day ahead of fed meeting.
2019-12-26,0.188,Neutral,Low volatility day ahead of fed meeting.
2019-12-27,0.132,Neutral,Market consolidating around key levels.
2019-12-28,0.273,Neutral,Market participants remain undecided.
2019-12-29,0.202,Neutral,Market consolidating around key levels.
2019-12-30,-0.337,Negative,Bears dominating as support levels break.
2019-12-31,0.074,Neutral,Market consolidating around key levels.
2020-01-01,0.019,Neutral,Low volatility day ahead of fed meeting.
2020-01-02,-0.481,Negative,Fears of regulatory crackdown loom.
2020-01-03,0.624,Positive,Institutional adoption continues to grow.
2020-01-04,-0.12,Neutral,Low volatility day ahead of fed meeting.
2020-01-05,-0.024,Neutral,Trading sideways with no clear direction.
2020-01-06,0.831,Positive,Market shows strong resilience.
2020-01-07,0.708,Positive,Bulls taking control of the market.
2020-01-08,-0.063,Neutral,Low volatility day ahead of fed meeting.
2020-01-09,-0.36,Negative,Major exchange hack sparks panic selling.
2020-01-10,0.582,Positive,Positive regulatory news sparks a rally.
2020-01-11,-0.221,Neutral,Market consolidating around key levels.
2020-01-12,0.19,Neutral,Market consolidating around key levels.
2020-01-13,-0.1,Neutral,Sideways trading continues throughout the session.
2020-01-14,1.0,Positive,Record high inflows seen in crypto funds.
2020-01-15,-0.065,Neutral,Low volatility day ahead of fed meeting.
2020-01-16,-0.272,Neutral,Market consolidating around key levels.
2020-01-17,0.279,Neutral,Market consolidating around key levels.
2020-01-18,-0.096,Neutral,Market consolidating around key levels.
2020-01-19,-0.36,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-01-20,0.095,Neutral,Sideways trading continues throughout the session.
2020-01-21,-0.003,Neutral,Low volatility day ahead of fed meeting.
2020-01-22,-0.254,Neutral,Trading sideways with no clear direction.
2020-01-23,-0.631,Negative,Major exchange hack sparks panic selling.
2020-01-24,0.174,Neutral,Low volatility day ahead of fed meeting.
2020-01-25,-0.05,Neutral,Market participants remain undecided.
2020-01-26,0.308,Positive,Record high inflows seen in crypto funds.
2020-01-27,0.489,Positive,Institutional adoption continues to grow.
2020-01-28,0.786,Positive,Bulls taking control of the market.
2020-01-29,0.039,Neutral,Trading sideways with no clear direction.
2020-01-30,0.194,Neutral,Trading sideways with no clear direction.
2020-01-31,-0.266,Neutral,Sideways trading continues throughout the session.
2020-02-01,0.089,Neutral,Trading sideways with no clear direction.
2020-02-02,-0.124,Neutral,Market participants remain undecided.
2020-02-03,-0.196,Neutral,Market consolidating around key levels.
2020-02-04,-0.251,Neutral,Market participants remain undecided.
2020-02-05,0.648,Positive,Positive regulatory news sparks a rally.
2020-02-06,0.316,Positive,Market shows strong resilience.
2020-02-07,-0.096,Neutral,Sideways trading continues throughout the session.
2020-02-08,0.227,Neutral,Low volatility day ahead of fed meeting.
2020-02-09,0.462,Positive,Bulls taking control of the market.
2020-02-10,-0.388,Negative,Major exchange hack sparks panic selling.
2020-02-11,0.423,Positive,Bulls taking control of the market.
2020-02-12,0.336,Positive,Institutional adoption continues to grow.
2020-02-13,-0.056,Neutral,Sideways trading continues throughout the session.
2020-02-14,0.114,Neutral,Market consolidating around key levels.
2020-02-15,-0.754,Negative,Investors fleeing risk-on assets.
2020-02-16,-0.178,Neutral,Sideways trading continues throughout the session.
2020-02-17,-0.483,Negative,Major exchange hack sparks panic selling.
2020-02-18,0.564,Positive,Market shows strong resilience.
2020-02-19,-0.838,Negative,Fears of regulatory crackdown loom.
2020-02-20,0.142,Neutral,Sideways trading continues throughout the session.
2020-02-21,0.017,Neutral,Sideways trading continues throughout the session.
2020-02-22,-0.212,Neutral,Low volatility day ahead of fed meeting.
2020-02-23,0.599,Positive,Institutional adoption continues to grow.
2020-02-24,-0.464,Negative,Investors fleeing risk-on assets.
2020-02-25,-0.435,Negative,Fears of regulatory crackdown loom.
2020-02-26,-1.0,Negative,Bears dominating as support levels break.
2020-02-27,0.19,Neutral,Sideways trading continues throughout the session.
2020-02-28,-0.241,Neutral,Market consolidating around key levels.
2020-02-29,-0.447,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-01,0.152,Neutral,Low volatility day ahead of fed meeting.
2020-03-02,0.699,Positive,Market shows strong resilience.
2020-03-03,-0.158,Neutral,Trading sideways with no clear direction.
2020-03-04,0.159,Neutral,Market consolidating around key levels.
2020-03-05,0.626,Positive,Bulls taking control of the market.
2020-03-06,0.007,Neutral,Low volatility day ahead of fed meeting.
2020-03-07,-0.595,Negative,Fears of regulatory crackdown loom.
2020-03-08,-0.877,Negative,Major exchange hack sparks panic selling.
2020-03-09,-0.068,Neutral,Trading sideways with no clear direction.
2020-03-10,0.045,Neutral,Market consolidating around key levels.
2020-03-11,0.074,Neutral,Trading sideways with no clear direction.
2020-03-12,-0.981,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-13,1.0,Positive,Positive regulatory news sparks a rally.
2020-03-14,-0.87,Negative,Bears dominating as support levels break.
2020-03-15,0.695,Positive,Institutional adoption continues to grow.
2020-03-16,-0.74,Negative,Major exchange hack sparks panic selling.
2020-03-17,0.915,Positive,Positive regulatory news sparks a rally.
2020-03-18,0.369,Positive,Positive regulatory news sparks a rally.
2020-03-19,0.893,Positive,Institutional adoption continues to grow.
2020-03-20,0.215,Neutral,Low volatility day ahead of fed meeting.
2020-03-21,-0.177,Neutral,Low volatility day ahead of fed meeting.
2020-03-22,-0.933,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-23,1.0,Positive,Positive regulatory news sparks a rally.
2020-03-24,0.46,Positive,Record high inflows seen in crypto funds.
2020-03-25,-0.068,Neutral,Market consolidating around key levels.
2020-03-26,0.107,Neutral,Trading sideways with no clear direction.
2020-03-27,-0.847,Negative,Fears of regulatory crackdown loom.
2020-03-28,-0.477,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-29,-0.959,Negative,Fears of regulatory crackdown loom.
2020-03-30,1.0,Positive,Institutional adoption continues to grow.
2020-03-31,0.171,Neutral,Market participants remain undecided.
2020-04-01,0.68,Positive,Bulls taking control of the market.
2020-04-02,0.464,Positive,Institutional adoption continues to grow.
2020-04-03,-0.292,Neutral,Trading sideways with no clear direction.
2020-04-04,0.172,Neutral,Trading sideways with no clear direction.
2020-04-05,-0.314,Negative,Major exchange hack sparks panic selling.
2020-04-06,1.0,Positive,Market shows strong resilience.
2020-04-07,-0.072,Neutral,Trading sideways with no clear direction.
2020-04-08,0.52,Positive,Positive regulatory news sparks a rally.
2020-04-09,-0.013,Neutral,Sideways trading continues throughout the session.
2020-04-10,-0.884,Negative,Investors fleeing risk-on assets.
2020-04-11,-0.11,Neutral,Market consolidating around key levels.
2020-04-12,0.088,Neutral,Sideways trading continues throughout the session.
2020-04-13,0.026,Neutral,Market consolidating around key levels.
2020-04-14,-0.048,Neutral,Market consolidating around key levels.
2020-04-15,-0.588,Negative,Fears of regulatory crackdown loom.
2020-04-16,0.996,Positive,Positive regulatory news sparks a rally.
2020-04-17,-0.178,Neutral,Market participants remain undecided.
2020-04-18,0.446,Positive,Positive regulatory news sparks a rally.
2020-04-19,-0.443,Negative,Major exchange hack sparks panic selling.
2020-04-20,-0.782,Negative,Fears of regulatory crackdown loom.
2020-04-21,0.074,Neutral,Low volatility day ahead of fed meeting.
2020-04-22,0.605,Positive,Bulls taking control of the market.
2020-04-23,0.796,Positive,Bulls taking control of the market.
2020-04-24,-0.035,Neutral,Trading sideways with no clear direction.
2020-04-25,0.196,Neutral,Sideways trading continues throughout the session.
2020-04-26,0.121,Neutral,Sideways trading continues throughout the session.
2020-04-27,0.087,Neutral,Trading sideways with no clear direction.
2020-04-28,0.041,Neutral,Market consolidating around key levels.
2020-04-29,0.952,Positive,Bulls taking control of the market.
2020-04-30,-0.428,Negative,Fears of regulatory crackdown loom.
2020-05-01,0.251,Neutral,Market participants remain undecided.
2020-05-02,0.414,Positive,Institutional adoption continues to grow.
2020-05-03,0.036,Neutral,Market participants remain undecided.
2020-05-04,0.025,Neutral,Market participants remain undecided.
2020-05-05,0.143,Neutral,Market consolidating around key levels.
2020-05-06,0.149,Neutral,Sideways trading continues throughout the session.
2020-05-07,0.973,Positive,Bulls taking control of the market.
2020-05-08,-0.08,Neutral,Low volatility day ahead of fed meeting.
2020-05-09,-0.268,Neutral,Sideways trading continues throughout the session.
2020-05-10,-1.0,Negative,Major exchange hack sparks panic selling.
2020-05-11,-0.326,Negative,Major exchange hack sparks panic selling.
2020-05-12,0.608,Positive,Record high inflows seen in crypto funds.
2020-05-13,0.786,Positive,Positive regulatory news sparks a rally.
2020-05-14,0.637,Positive,Market shows strong resilience.
2020-05-15,-0.626,Negative,Major exchange hack sparks panic selling.
2020-05-16,0.227,Neutral,Sideways trading continues throughout the session.
2020-05-17,0.609,Positive,Positive regulatory news sparks a rally.
2020-05-18,-0.04,Neutral,Low volatility day ahead of fed meeting.
2020-05-19,0.164,Neutral,Trading sideways with no clear direction.
2020-05-20,-0.223,Neutral,Market participants remain undecided.
2020-05-21,-0.674,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-05-22,0.145,Neutral,Sideways trading continues throughout the session.
2020-05-23,0.215,Neutral,Market consolidating around key levels.
2020-05-24,-0.55,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-05-25,0.478,Positive,Record high inflows seen in crypto funds.
2020-05-26,-0.102,Neutral,Market participants remain undecided.
2020-05-27,0.602,Positive,Record high inflows seen in crypto funds.
2020-05-28,0.434,Positive,Bulls taking control of the market.
2020-05-29,-0.414,Negative,Major exchange hack sparks panic selling.
2020-05-30,0.364,Positive,Bulls taking control of the market.
2020-05-31,-0.321,Negative,Investors fleeing risk-on assets.
2020-06-01,1.0,Positive,Institutional adoption continues to grow.
2020-06-02,-0.87,Negative,Bears dominating as support levels break.
2020-06-03,0.355,Positive,Record high inflows seen in crypto funds.
2020-06-04,0.002,Neutral,Sideways trading continues throughout the session.
2020-06-05,-0.097,Neutral,Sideways trading continues throughout the session.
2020-06-06,0.068,Neutral,Sideways trading continues throughout the session.
2020-06-07,0.231,Neutral,Market participants remain undecided.
2020-06-08,0.118,Neutral,Market participants remain undecided.
2020-06-09,0.09,Neutral,Market participants remain undecided.
2020-06-10,0.125,Neutral,Market consolidating around key levels.
2020-06-11,-0.911,Negative,Bears dominating as support levels break.
2020-06-12,0.12,Neutral,Market consolidating around key levels.
2020-06-13,0.179,Neutral,Low volatility day ahead of fed meeting.
2020-06-14,-0.059,Neutral,Trading sideways with no clear direction.
2020-06-15,-0.042,Neutral,Sideways trading continues throughout the session.
2020-06-16,0.063,Neutral,Market consolidating around key levels.
2020-06-17,-0.095,Neutral,Low volatility day ahead of fed meeting.
2020-06-18,-0.024,Neutral,Market consolidating around key levels.
2020-06-19,-0.27,Neutral,Trading sideways with no clear direction.
2020-06-20,-0.042,Neutral,Market consolidating around key levels.
2020-06-21,-0.202,Neutral,Sideways trading continues throughout the session.
2020-06-22,0.463,Positive,Institutional adoption continues to grow.
2020-06-23,-0.156,Neutral,Trading sideways with no clear direction.
2020-06-24,-0.338,Negative,Bears dominating as support levels break.
2020-06-25,-0.055,Neutral,Low volatility day ahead of fed meeting.
2020-06-26,-0.154,Neutral,Market consolidating around key levels.
2020-06-27,-0.269,Neutral,Sideways trading continues throughout the session.
2020-06-28,0.195,Neutral,Sideways trading continues throughout the session.
2020-06-29,0.05,Neutral,Low volatility day ahead of fed meeting.
2020-06-30,-0.244,Neutral,Sideways trading continues throughout the session.
2020-07-01,0.029,Neutral,Market consolidating around key levels.
2020-07-02,-0.38,Negative,Fears of regulatory crackdown loom.
2020-07-03,0.045,Neutral,Low volatility day ahead of fed meeting.
2020-07-04,0.206,Neutral,Market participants remain undecided.
2020-07-05,-0.034,Neutral,Market consolidating around key levels.
2020-07-06,0.462,Positive,Institutional adoption continues to grow.
2020-07-07,-0.061,Neutral,Trading sideways with no clear direction.
2020-07-08,0.176,Neutral,Sideways trading continues throughout the session.
2020-07-09,-0.48,Negative,Major exchange hack sparks panic selling.
2020-07-10,0.249,Neutral,Low volatility day ahead of fed meeting.
2020-07-11,0.105,Neutral,Sideways trading continues throughout the session.
2020-07-12,0.166,Neutral,Market participants remain undecided.
2020-07-13,-0.262,Neutral,Trading sideways with no clear direction.
2020-07-14,0.198,Neutral,Market consolidating around key levels.
2020-07-15,-0.011,Neutral,Market participants remain undecided.
2020-07-16,-0.013,Neutral,Market consolidating around key levels.
2020-07-17,0.038,Neutral,Trading sideways with no clear direction.
2020-07-18,-0.112,Neutral,Trading sideways with no clear direction.
2020-07-19,0.033,Neutral,Low volatility day ahead of fed meeting.
2020-07-20,-0.248,Neutral,Market participants remain undecided.
2020-07-21,0.415,Positive,Bulls taking control of the market.
2020-07-22,0.227,Neutral,Market consolidating around key levels.
2020-07-23,0.169,Neutral,Sideways trading continues throughout the session.
2020-07-24,0.092,Neutral,Market consolidating around key levels.
2020-07-25,0.308,Positive,Record high inflows seen in crypto funds.
2020-07-26,0.548,Positive,Bulls taking control of the market.
2020-07-27,1.0,Positive,Institutional adoption continues to grow.
2020-07-28,-0.362,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-07-29,0.294,Neutral,Market consolidating around key levels.
2020-07-30,-0.108,Neutral,Market participants remain undecided.
2020-07-31,0.444,Positive,Positive regulatory news sparks a rally.
2020-08-01,0.5,Positive,Bulls taking control of the market.
2020-08-02,-0.963,Negative,Bears dominating as support levels break.
2020-08-03,0.349,Positive,Record high inflows seen in crypto funds.
2020-08-04,0.144,Neutral,Market consolidating around key levels.
2020-08-05,0.787,Positive,Market shows strong resilience.
2020-08-06,0.105,Neutral,Low volatility day ahead of fed meeting.
2020-08-07,-0.326,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-08-08,0.158,Neutral,Low volatility day ahead of fed meeting.
2020-08-09,-0.075,Neutral,Sideways trading continues throughout the session.
2020-08-10,0.35,Positive,Institutional adoption continues to grow.
2020-08-11,-0.705,Negative,Major exchange hack sparks panic selling.
2020-08-12,0.352,Positive,Institutional adoption continues to grow.
2020-08-13,0.19,Neutral,Sideways trading continues throughout the session.
2020-08-14,0.105,Neutral,Trading sideways with no clear direction.
2020-08-15,0.047,Neutral,Market participants remain undecided.
2020-08-16,0.154,Neutral,Market participants remain undecided.
2020-08-17,0.631,Positive,Record high inflows seen in crypto funds.
2020-08-18,-0.399,Negative,Fears of regulatory crackdown loom.
2020-08-19,-0.241,Neutral,Market participants remain undecided.
2020-08-20,0.162,Neutral,Sideways trading continues throughout the session.
2020-08-21,-0.37,Negative,Investors fleeing risk-on assets.
2020-08-22,0.289,Neutral,Market participants remain undecided.
2020-08-23,-0.048,Neutral,Trading sideways with no clear direction.
2020-08-24,0.152,Neutral,Sideways trading continues throughout the session.
2020-08-25,-0.652,Negative,Bears dominating as support levels break.
2020-08-26,0.347,Positive,Record high inflows seen in crypto funds.
2020-08-27,-0.289,Neutral,Market participants remain undecided.
2020-08-28,0.227,Neutral,Sideways trading continues throughout the session.
2020-08-29,-0.21,Neutral,Low volatility day ahead of fed meeting.
2020-08-30,0.371,Positive,Positive regulatory news sparks a rally.
2020-08-31,-0.195,Neutral,Sideways trading continues throughout the session.
2020-09-01,0.286,Neutral,Low volatility day ahead of fed meeting.
2020-09-02,-0.833,Negative,Fears of regulatory crackdown loom.
2020-09-03,-0.89,Negative,Fears of regulatory crackdown loom.
2020-09-04,0.391,Positive,Positive regulatory news sparks a rally.
2020-09-05,-0.299,Neutral,Low volatility day ahead of fed meeting.
2020-09-06,-0.02,Neutral,Trading sideways with no clear direction.
2020-09-07,0.254,Neutral,Trading sideways with no clear direction.
2020-09-08,-0.519,Negative,Investors fleeing risk-on assets.
2020-09-09,0.179,Neutral,Trading sideways with no clear direction.
2020-09-10,0.286,Neutral,Market participants remain undecided.
2020-09-11,0.247,Neutral,Trading sideways with no clear direction.
2020-09-12,-0.03,Neutral,Market participants remain undecided.
2020-09-13,-0.008,Neutral,Market participants remain undecided.
2020-09-14,0.598,Positive,Positive regulatory news sparks a rally.
2020-09-15,0.337,Positive,Positive regulatory news sparks a rally.
2020-09-16,0.219,Neutral,Trading sideways with no clear direction.
2020-09-17,0.005,Neutral,Sideways trading continues throughout the session.
2020-09-18,-0.108,Neutral,Sideways trading continues throughout the session.
2020-09-19,0.326,Positive,Positive regulatory news sparks a rally.
2020-09-20,-0.147,Neutral,Market participants remain undecided.
2020-09-21,-0.57,Negative,Investors fleeing risk-on assets.
2020-09-22,0.228,Neutral,Market participants remain undecided.
2020-09-23,-0.483,Negative,Investors fleeing risk-on assets.
2020-09-24,0.722,Positive,Market shows strong resilience.
2020-09-25,-0.157,Neutral,Trading sideways with no clear direction.
2020-09-26,0.102,Neutral,Trading sideways with no clear direction.
2020-09-27,-0.077,Neutral,Market participants remain undecided.
2020-09-28,0.025,Neutral,Sideways trading continues throughout the session.
2020-09-29,0.314,Positive,Bulls taking control of the market.
2020-09-30,0.088,Neutral,Market participants remain undecided.
2020-10-01,-0.39,Negative,Bears dominating as support levels break.
2020-10-02,0.023,Neutral,Low volatility day ahead of fed meeting.
2020-10-03,0.014,Neutral,Market participants remain undecided.
2020-10-04,0.182,Neutral,Trading sideways with no clear direction.
2020-10-05,0.367,Positive,Institutional adoption continues to grow.
2020-10-06,-0.192,Neutral,Sideways trading continues throughout the session.
2020-10-07,-0.095,Neutral,Trading sideways with no clear direction.
2020-10-08,0.404,Positive,Positive regulatory news sparks a rally.
2020-10-09,0.247,Neutral,Trading sideways with no clear direction.
2020-10-10,0.383,Positive,Positive regulatory news sparks a rally.
2020-10-11,-0.03,Neutral,Sideways trading continues throughout the session.
2020-10-12,0.042,Neutral,Market participants remain undecided.
2020-10-13,-0.161,Neutral,Market participants remain undecided.
2020-10-14,0.177,Neutral,Market participants remain undecided.
2020-10-15,-0.055,Neutral,Low volatility day ahead of fed meeting.
2020-10-16,-0.069,Neutral,Market participants remain undecided.
2020-10-17,0.237,Neutral,Market consolidating around key levels.
2020-10-18,0.16,Neutral,Sideways trading continues throughout the session.
2020-10-19,0.442,Positive,Market shows strong resilience.
2020-10-20,0.162,Neutral,Market participants remain undecided.
2020-10-21,0.902,Positive,Positive regulatory news sparks a rally.
2020-10-22,0.359,Positive,Institutional adoption continues to grow.
2020-10-23,-0.205,Neutral,Market participants remain undecided.
2020-10-24,0.067,Neutral,Sideways trading continues throughout the session.
2020-10-25,-0.149,Neutral,Trading sideways with no clear direction.
2020-10-26,0.185,Neutral,Market participants remain undecided.
2020-10-27,0.794,Positive,Bulls taking control of the market.
2020-10-28,-0.528,Negative,Fears of regulatory crackdown loom.
2020-10-29,0.409,Positive,Bulls taking control of the market.
2020-10-30,0.041,Neutral,Market consolidating around key levels.
2020-10-31,0.389,Positive,Bulls taking control of the market.
2020-11-01,-0.143,Neutral,Low volatility day ahead of fed meeting.
2020-11-02,-0.324,Negative,Investors fleeing risk-on assets.
2020-11-03,0.405,Positive,Record high inflows seen in crypto funds.
2020-11-04,0.299,Neutral,Market consolidating around key levels.
2020-11-05,0.921,Positive,Institutional adoption continues to grow.
2020-11-06,-0.09,Neutral,Low volatility day ahead of fed meeting.
2020-11-07,-0.774,Negative,Investors fleeing risk-on assets.
2020-11-08,0.636,Positive,Institutional adoption continues to grow.
2020-11-09,-0.021,Neutral,Market consolidating around key levels.
2020-11-10,-0.218,Neutral,Trading sideways with no clear direction.
2020-11-11,0.438,Positive,Record high inflows seen in crypto funds.
2020-11-12,0.609,Positive,Record high inflows seen in crypto funds.
2020-11-13,0.167,Neutral,Low volatility day ahead of fed meeting.
2020-11-14,-0.314,Negative,Fears of regulatory crackdown loom.
2020-11-15,-0.012,Neutral,Trading sideways with no clear direction.
2020-11-16,0.668,Positive,Bulls taking control of the market.
2020-11-17,1.0,Positive,Positive regulatory news sparks a rally.
2020-11-18,-0.021,Neutral,Market consolidating around key levels.
2020-11-19,-0.15,Neutral,Market consolidating around key levels.
2020-11-20,0.704,Positive,Market shows strong resilience.
2020-11-21,0.148,Neutral,Sideways trading continues throughout the session.
2020-11-22,-0.121,Neutral,Sideways trading continues throughout the session.
2020-11-23,-0.151,Neutral,Market participants remain undecided.
2020-11-24,0.549,Positive,Institutional adoption continues to grow.
2020-11-25,-0.393,Negative,Investors fleeing risk-on assets.
2020-11-26,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-11-27,0.002,Neutral,Low volatility day ahead of fed meeting.
2020-11-28,0.672,Positive,Institutional adoption continues to grow.
2020-11-29,0.337,Positive,Positive regulatory news sparks a rally.
2020-11-30,0.844,Positive,Institutional adoption continues to grow.
2020-12-01,-0.823,Negative,Investors fleeing risk-on assets.
2020-12-02,0.455,Positive,Bulls taking control of the market.
2020-12-03,0.096,Neutral,Market consolidating around key levels.
2020-12-04,-0.651,Negative,Fears of regulatory crackdown loom.
2020-12-05,0.477,Positive,Bulls taking control of the market.
2020-12-06,0.151,Neutral,Market participants remain undecided.
2020-12-07,-0.032,Neutral,Market participants remain undecided.
2020-12-08,-0.8,Negative,Investors fleeing risk-on assets.
2020-12-09,0.348,Positive,Bulls taking control of the market.
2020-12-10,-0.114,Neutral,Trading sideways with no clear direction.
2020-12-11,-0.239,Neutral,Sideways trading continues throughout the session.
2020-12-12,0.596,Positive,Record high inflows seen in crypto funds.
2020-12-13,0.206,Neutral,Low volatility day ahead of fed meeting.
2020-12-14,0.136,Neutral,Market participants remain undecided.
2020-12-15,0.286,Neutral,Market participants remain undecided.
2020-12-16,1.0,Positive,Positive regulatory news sparks a rally.
2020-12-17,0.817,Positive,Market shows strong resilience.
2020-12-18,0.199,Neutral,Market consolidating around key levels.
2020-12-19,0.617,Positive,Market shows strong resilience.
2020-12-20,-0.107,Neutral,Sideways trading continues throughout the session.
2020-12-21,-0.642,Negative,Bears dominating as support levels break.
2020-12-22,0.593,Positive,Record high inflows seen in crypto funds.
2020-12-23,-0.42,Negative,Bears dominating as support levels break.
2020-12-24,0.413,Positive,Institutional adoption continues to grow.
2020-12-25,0.704,Positive,Positive regulatory news sparks a rally.
2020-12-26,0.824,Positive,Record high inflows seen in crypto funds.
2020-12-27,-0.097,Neutral,Trading sideways with no clear direction.
2020-12-28,0.631,Positive,Record high inflows seen in crypto funds.
2020-12-29,0.188,Neutral,Sideways trading continues throughout the session.
2020-12-30,0.81,Positive,Positive regulatory news sparks a rally.
2020-12-31,0.115,Neutral,Sideways trading continues throughout the session.
2021-01-01,0.318,Positive,Institutional adoption continues to grow.
2021-01-02,0.86,Positive,Record high inflows seen in crypto funds.
2021-01-03,0.577,Positive,Institutional adoption continues to grow.
2021-01-04,-0.324,Negative,Investors fleeing risk-on assets.
2021-01-05,1.0,Positive,Positive regulatory news sparks a rally.
2021-01-06,0.871,Positive,Institutional adoption continues to grow.
2021-01-07,0.868,Positive,Positive regulatory news sparks a rally.
2021-01-08,0.408,Positive,Market shows strong resilience.
2021-01-09,-0.104,Neutral,Sideways trading continues throughout the session.
2021-01-10,-0.907,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-11,-1.0,Negative,Fears of regulatory crackdown loom.
2021-01-12,-0.489,Negative,Major exchange hack sparks panic selling.
2021-01-13,0.907,Positive,Market shows strong resilience.
2021-01-14,0.538,Positive,Institutional adoption continues to grow.
2021-01-15,-0.828,Negative,Investors fleeing risk-on assets.
2021-01-16,-0.356,Negative,Major exchange hack sparks panic selling.
2021-01-17,-0.124,Neutral,Low volatility day ahead of fed meeting.
2021-01-18,0.181,Neutral,Low volatility day ahead of fed meeting.
2021-01-19,-0.175,Neutral,Market consolidating around key levels.
2021-01-20,-0.168,Neutral,Trading sideways with no clear direction.
2021-01-21,-1.0,Negative,Investors fleeing risk-on assets.
2021-01-22,0.848,Positive,Positive regulatory news sparks a rally.
2021-01-23,-0.313,Negative,Bears dominating as support levels break.
2021-01-24,0.238,Neutral,Trading sideways with no clear direction.
2021-01-25,-0.061,Neutral,Low volatility day ahead of fed meeting.
2021-01-26,-0.062,Neutral,Trading sideways with no clear direction.
2021-01-27,-1.0,Negative,Investors fleeing risk-on assets.
2021-01-28,1.0,Positive,Institutional adoption continues to grow.
2021-01-29,0.514,Positive,Bulls taking control of the market.
2021-01-30,0.138,Neutral,Market participants remain undecided.
2021-01-31,-0.482,Negative,Investors fleeing risk-on assets.
2021-02-01,0.295,Neutral,Sideways trading continues throughout the session.
2021-02-02,0.755,Positive,Positive regulatory news sparks a rally.
2021-02-03,0.993,Positive,Record high inflows seen in crypto funds.
2021-02-04,-0.423,Negative,Fears of regulatory crackdown loom.
2021-02-05,0.706,Positive,Bulls taking control of the market.
2021-02-06,0.438,Positive,Positive regulatory news sparks a rally.
2021-02-07,-0.003,Neutral,Low volatility day ahead of fed meeting.
