date,sentiment_score,sentiment_label,simulated_headline
2019-11-16,0.118,Neutral,Market participants remain undecided.
2019-11-17,0.315,Positive,Institutional adoption continues to grow.
2019-11-18,-0.447,Negative,Fears of regulatory crackdown loom.
2019-11-19,-0.102,Neutral,Low volatility day ahead of fed meeting.
2019-11-20,-0.273,Neutral,Low volatility day ahead of fed meeting.
2019-11-21,-1.0,Negative,Fears of regulatory crackdown loom.
2019-11-22,-0.975,Negative,Fears of regulatory crackdown loom.
2019-11-23,0.357,Positive,Positive regulatory news sparks a rally.
2019-11-24,-1.0,Negative,Major exchange hack sparks panic selling.
2019-11-25,0.704,Positive,Record high inflows seen in crypto funds.
2019-11-26,0.088,Neutral,Sideways trading continues throughout the session.
2019-11-27,0.641,Positive,Institutional adoption continues to grow.
2019-11-28,-0.056,Neutral,Low volatility day ahead of fed meeting.
2019-11-29,0.524,Positive,Positive regulatory news sparks a rally.
2019-11-30,-0.46,Negative,Major exchange hack sparks panic selling.
2019-12-01,-0.004,Neutral,Trading sideways with no clear direction.
2019-12-02,-0.073,Neutral,Trading sideways with no clear direction.
2019-12-03,-0.19,Neutral,Sideways trading continues throughout the session.
2019-12-04,-0.163,Neutral,Low volatility day ahead of fed meeting.
2019-12-05,0.279,Neutral,Sideways trading continues throughout the session.
2019-12-06,0.018,Neutral,Trading sideways with no clear direction.
2019-12-07,-0.124,Neutral,Low volatility day ahead of fed meeting.
2019-12-08,0.177,Neutral,Market participants remain undecided.
2019-12-09,-0.286,Neutral,Low volatility day ahead of fed meeting.
2019-12-10,-0.099,Neutral,Trading sideways with no clear direction.
2019-12-11,-0.378,Negative,Investors fleeing risk-on assets.
2019-12-12,0.103,Neutral,Market participants remain undecided.
2019-12-13,-0.205,Neutral,Low volatility day ahead of fed meeting.
2019-12-14,-0.137,Neutral,Low volatility day ahead of fed meeting.
2019-12-15,0.233,Neutral,Trading sideways with no clear direction.
2019-12-16,-0.995,Negative,Bears dominating as support levels break.
2019-12-17,-0.922,Negative,Fears of regulatory crackdown loom.
2019-12-18,1.0,Positive,Institutional adoption continues to grow.
2019-12-19,-0.495,Negative,Fears of regulatory crackdown loom.
2019-12-20,-0.152,Neutral,Market consolidating around key levels.
2019-12-21,-0.136,Neutral,Market participants remain undecided.
2019-12-22,0.417,Positive,Positive regulatory news sparks a rally.
2019-12-23,-0.361,Negative,Fears of regulatory crackdown loom.
2019-12-24,0.022,Neutral,Market participants remain undecided.
2019-12-25,-0.482,Negative,Bears dominating as support levels break.
2019-12-26,-0.129,Neutral,Sideways trading continues throughout the session.
2019-12-27,-0.085,Neutral,Trading sideways with no clear direction.
2019-12-28,0.375,Positive,Bulls taking control of the market.
2019-12-29,0.765,Positive,Bulls taking control of the market.
2019-12-30,-0.233,Neutral,Sideways trading continues throughout the session.
2019-12-31,-0.235,Neutral,Market consolidating around key levels.
2020-01-01,0.11,Neutral,Market consolidating around key levels.
2020-01-02,-0.315,Negative,Major exchange hack sparks panic selling.
2020-01-03,0.916,Positive,Bulls taking control of the market.
2020-01-04,0.146,Neutral,Market participants remain undecided.
2020-01-05,0.004,Neutral,Market participants remain undecided.
2020-01-06,1.0,Positive,Bulls taking control of the market.
2020-01-07,-0.306,Negative,Investors fleeing risk-on assets.
2020-01-08,-0.082,Neutral,Trading sideways with no clear direction.
2020-01-09,-0.521,Negative,Investors fleeing risk-on assets.
2020-01-10,0.727,Positive,Bulls taking control of the market.
2020-01-11,-0.334,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-01-12,0.28,Neutral,Market consolidating around key levels.
2020-01-13,-0.226,Neutral,Market participants remain undecided.
2020-01-14,1.0,Positive,Bulls taking control of the market.
2020-01-15,0.119,Neutral,Low volatility day ahead of fed meeting.
2020-01-16,-0.23,Neutral,Low volatility day ahead of fed meeting.
2020-01-17,0.333,Positive,Positive regulatory news sparks a rally.
2020-01-18,0.533,Positive,Bulls taking control of the market.
2020-01-19,-0.797,Negative,Fears of regulatory crackdown loom.
2020-01-20,-0.079,Neutral,Sideways trading continues throughout the session.
2020-01-21,0.047,Neutral,Market consolidating around key levels.
2020-01-22,-0.283,Neutral,Sideways trading continues throughout the session.
2020-01-23,-0.337,Negative,Major exchange hack sparks panic selling.
2020-01-24,0.154,Neutral,Sideways trading continues throughout the session.
2020-01-25,-0.386,Negative,Major exchange hack sparks panic selling.
2020-01-26,0.653,Positive,Positive regulatory news sparks a rally.
2020-01-27,0.243,Neutral,Trading sideways with no clear direction.
2020-01-28,0.307,Positive,Institutional adoption continues to grow.
2020-01-29,-0.204,Neutral,Trading sideways with no clear direction.
2020-01-30,1.0,Positive,Record high inflows seen in crypto funds.
2020-01-31,-0.385,Negative,Investors fleeing risk-on assets.
2020-02-01,0.38,Positive,Bulls taking control of the market.
2020-02-02,0.468,Positive,Institutional adoption continues to grow.
2020-02-03,-0.077,Neutral,Sideways trading continues throughout the session.
2020-02-04,-0.248,Neutral,Trading sideways with no clear direction.
2020-02-05,1.0,Positive,Bulls taking control of the market.
2020-02-06,0.684,Positive,Institutional adoption continues to grow.
2020-02-07,0.768,Positive,Institutional adoption continues to grow.
2020-02-08,0.131,Neutral,Market consolidating around key levels.
2020-02-09,0.542,Positive,Institutional adoption continues to grow.
2020-02-10,-0.312,Negative,Investors fleeing risk-on assets.
2020-02-11,1.0,Positive,Record high inflows seen in crypto funds.
2020-02-12,1.0,Positive,Institutional adoption continues to grow.
2020-02-13,0.045,Neutral,Market consolidating around key levels.
2020-02-14,0.911,Positive,Record high inflows seen in crypto funds.
2020-02-15,-1.0,Negative,Fears of regulatory crackdown loom.
2020-02-16,-0.388,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-02-17,0.516,Positive,Institutional adoption continues to grow.
2020-02-18,0.982,Positive,Institutional adoption continues to grow.
2020-02-19,-1.0,Negative,Investors fleeing risk-on assets.
2020-02-20,0.089,Neutral,Sideways trading continues throughout the session.
2020-02-21,0.493,Positive,Market shows strong resilience.
2020-02-22,-0.375,Negative,Bears dominating as support levels break.
2020-02-23,0.899,Positive,Bulls taking control of the market.
2020-02-24,-0.383,Negative,Major exchange hack sparks panic selling.
2020-02-25,-0.827,Negative,Major exchange hack sparks panic selling.
2020-02-26,-1.0,Negative,Major exchange hack sparks panic selling.
2020-02-27,0.285,Neutral,Sideways trading continues throughout the session.
2020-02-28,0.062,Neutral,Sideways trading continues throughout the session.
2020-02-29,-0.774,Negative,Fears of regulatory crackdown loom.
2020-03-01,-0.004,Neutral,Market participants remain undecided.
2020-03-02,1.0,Positive,Market shows strong resilience.
2020-03-03,-0.643,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-04,0.194,Neutral,Market consolidating around key levels.
2020-03-05,0.197,Neutral,Trading sideways with no clear direction.
2020-03-06,1.0,Positive,Record high inflows seen in crypto funds.
2020-03-07,-0.478,Negative,Fears of regulatory crackdown loom.
2020-03-08,-0.999,Negative,Fears of regulatory crackdown loom.
2020-03-09,0.081,Neutral,Trading sideways with no clear direction.
2020-03-10,-0.16,Neutral,Trading sideways with no clear direction.
2020-03-11,-0.314,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-12,-1.0,Negative,Fears of regulatory crackdown loom.
2020-03-13,1.0,Positive,Bulls taking control of the market.
2020-03-14,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-15,-0.013,Neutral,Trading sideways with no clear direction.
2020-03-16,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-03-17,0.555,Positive,Institutional adoption continues to grow.
2020-03-18,0.235,Neutral,Market participants remain undecided.
2020-03-19,1.0,Positive,Record high inflows seen in crypto funds.
2020-03-20,-0.332,Negative,Fears of regulatory crackdown loom.
2020-03-21,-0.168,Neutral,Low volatility day ahead of fed meeting.
2020-03-22,-0.98,Negative,Fears of regulatory crackdown loom.
2020-03-23,1.0,Positive,Bulls taking control of the market.
2020-03-24,0.42,Positive,Market shows strong resilience.
2020-03-25,-0.3,Neutral,Sideways trading continues throughout the session.
2020-03-26,0.419,Positive,Positive regulatory news sparks a rally.
2020-03-27,-0.638,Negative,Investors fleeing risk-on assets.
2020-03-28,-0.009,Neutral,Sideways trading continues throughout the session.
2020-03-29,-0.707,Negative,Fears of regulatory crackdown loom.
2020-03-30,1.0,Positive,Institutional adoption continues to grow.
2020-03-31,-0.059,Neutral,Trading sideways with no clear direction.
2020-04-01,0.213,Neutral,Market participants remain undecided.
2020-04-02,0.602,Positive,Bulls taking control of the market.
2020-04-03,-0.009,Neutral,Market participants remain undecided.
2020-04-04,0.466,Positive,Record high inflows seen in crypto funds.
2020-04-05,-0.07,Neutral,Market consolidating around key levels.
2020-04-06,1.0,Positive,Bulls taking control of the market.
2020-04-07,-0.4,Negative,Bears dominating as support levels break.
2020-04-08,0.652,Positive,Bulls taking control of the market.
2020-04-09,-0.198,Neutral,Sideways trading continues throughout the session.
2020-04-10,-1.0,Negative,Investors fleeing risk-on assets.
2020-04-11,-0.144,Neutral,Sideways trading continues throughout the session.
2020-04-12,-0.068,Neutral,Low volatility day ahead of fed meeting.
2020-04-13,-0.227,Neutral,Market consolidating around key levels.
2020-04-14,0.2,Neutral,Sideways trading continues throughout the session.
2020-04-15,-0.402,Negative,Investors fleeing risk-on assets.
2020-04-16,1.0,Positive,Market shows strong resilience.
2020-04-17,0.004,Neutral,Sideways trading continues throughout the session.
2020-04-18,0.903,Positive,Institutional adoption continues to grow.
2020-04-19,-0.729,Negative,Investors fleeing risk-on assets.
2020-04-20,-0.691,Negative,Investors fleeing risk-on assets.
2020-04-21,-0.106,Neutral,Trading sideways with no clear direction.
2020-04-22,1.0,Positive,Positive regulatory news sparks a rally.
2020-04-23,0.43,Positive,Institutional adoption continues to grow.
2020-04-24,-0.026,Neutral,Sideways trading continues throughout the session.
2020-04-25,0.486,Positive,Record high inflows seen in crypto funds.
2020-04-26,0.203,Neutral,Trading sideways with no clear direction.
2020-04-27,0.109,Neutral,Trading sideways with no clear direction.
2020-04-28,-0.114,Neutral,Market participants remain undecided.
2020-04-29,1.0,Positive,Bulls taking control of the market.
2020-04-30,-0.838,Negative,Investors fleeing risk-on assets.
2020-05-01,0.325,Positive,Record high inflows seen in crypto funds.
2020-05-02,0.088,Neutral,Market consolidating around key levels.
2020-05-03,-0.202,Neutral,Trading sideways with no clear direction.
2020-05-04,-0.125,Neutral,Market consolidating around key levels.
2020-05-05,-0.082,Neutral,Trading sideways with no clear direction.
2020-05-06,-0.655,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-05-07,0.913,Positive,Record high inflows seen in crypto funds.
2020-05-08,-0.038,Neutral,Market consolidating around key levels.
2020-05-09,-0.26,Neutral,Market participants remain undecided.
2020-05-10,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-05-11,-0.144,Neutral,Market participants remain undecided.
2020-05-12,0.144,Neutral,Sideways trading continues throughout the session.
2020-05-13,0.831,Positive,Positive regulatory news sparks a rally.
2020-05-14,0.082,Neutral,Low volatility day ahead of fed meeting.
2020-05-15,-0.436,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-05-16,0.349,Positive,Market shows strong resilience.
2020-05-17,0.584,Positive,Market shows strong resilience.
2020-05-18,0.42,Positive,Market shows strong resilience.
2020-05-19,-0.108,Neutral,Sideways trading continues throughout the session.
2020-05-20,-0.374,Negative,Major exchange hack sparks panic selling.
2020-05-21,-0.695,Negative,Major exchange hack sparks panic selling.
2020-05-22,0.779,Positive,Positive regulatory news sparks a rally.
2020-05-23,-0.158,Neutral,Sideways trading continues throughout the session.
2020-05-24,-0.37,Negative,Bears dominating as support levels break.
2020-05-25,0.345,Positive,Positive regulatory news sparks a rally.
2020-05-26,-0.104,Neutral,Sideways trading continues throughout the session.
2020-05-27,0.462,Positive,Institutional adoption continues to grow.
2020-05-28,0.865,Positive,Bulls taking control of the market.
2020-05-29,-0.048,Neutral,Low volatility day ahead of fed meeting.
2020-05-30,1.0,Positive,Institutional adoption continues to grow.
2020-05-31,-0.573,Negative,Major exchange hack sparks panic selling.
2020-06-01,0.894,Positive,Bulls taking control of the market.
2020-06-02,-0.675,Negative,Investors fleeing risk-on assets.
2020-06-03,0.601,Positive,Positive regulatory news sparks a rally.
2020-06-04,-0.258,Neutral,Trading sideways with no clear direction.
2020-06-05,-0.122,Neutral,Trading sideways with no clear direction.
2020-06-06,0.02,Neutral,Market participants remain undecided.
2020-06-07,0.309,Positive,Bulls taking control of the market.
2020-06-08,-0.061,Neutral,Trading sideways with no clear direction.
2020-06-09,-0.309,Negative,Investors fleeing risk-on assets.
2020-06-10,0.201,Neutral,Trading sideways with no clear direction.
2020-06-11,-0.948,Negative,Major exchange hack sparks panic selling.
2020-06-12,0.556,Positive,Positive regulatory news sparks a rally.
2020-06-13,-0.164,Neutral,Market participants remain undecided.
2020-06-14,-0.572,Negative,Major exchange hack sparks panic selling.
2020-06-15,0.118,Neutral,Low volatility day ahead of fed meeting.
2020-06-16,0.399,Positive,Market shows strong resilience.
2020-06-17,-0.163,Neutral,Trading sideways with no clear direction.
2020-06-18,-0.23,Neutral,Low volatility day ahead of fed meeting.
2020-06-19,-0.291,Neutral,Market consolidating around key levels.
2020-06-20,-0.05,Neutral,Trading sideways with no clear direction.
2020-06-21,0.118,Neutral,Sideways trading continues throughout the session.
2020-06-22,1.0,Positive,Market shows strong resilience.
2020-06-23,-0.064,Neutral,Market consolidating around key levels.
2020-06-24,-0.477,Negative,Investors fleeing risk-on assets.
2020-06-25,-0.289,Neutral,Sideways trading continues throughout the session.
2020-06-26,-0.238,Neutral,Sideways trading continues throughout the session.
2020-06-27,-0.534,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-06-28,0.323,Positive,Positive regulatory news sparks a rally.
2020-06-29,0.1,Neutral,Market consolidating around key levels.
2020-06-30,-0.006,Neutral,Market participants remain undecided.
2020-07-01,0.273,Neutral,Trading sideways with no clear direction.
2020-07-02,-0.192,Neutral,Sideways trading continues throughout the session.
2020-07-03,0.068,Neutral,Market consolidating around key levels.
2020-07-04,0.136,Neutral,Market participants remain undecided.
2020-07-05,-0.076,Neutral,Low volatility day ahead of fed meeting.
2020-07-06,0.969,Positive,Institutional adoption continues to grow.
2020-07-07,-0.027,Neutral,Sideways trading continues throughout the session.
2020-07-08,0.331,Positive,Record high inflows seen in crypto funds.
2020-07-09,-0.341,Negative,Bears dominating as support levels break.
2020-07-10,-0.192,Neutral,Low volatility day ahead of fed meeting.
2020-07-11,-0.209,Neutral,Low volatility day ahead of fed meeting.
2020-07-12,0.12,Neutral,Low volatility day ahead of fed meeting.
2020-07-13,-0.224,Neutral,Low volatility day ahead of fed meeting.
2020-07-14,0.07,Neutral,Sideways trading continues throughout the session.
2020-07-15,-0.052,Neutral,Sideways trading continues throughout the session.
2020-07-16,-0.133,Neutral,Market consolidating around key levels.
2020-07-17,-0.155,Neutral,Sideways trading continues throughout the session.
2020-07-18,0.227,Neutral,Trading sideways with no clear direction.
2020-07-19,0.373,Positive,Institutional adoption continues to grow.
2020-07-20,-0.052,Neutral,Low volatility day ahead of fed meeting.
2020-07-21,0.792,Positive,Positive regulatory news sparks a rally.
2020-07-22,0.832,Positive,Market shows strong resilience.
2020-07-23,0.784,Positive,Bulls taking control of the market.
2020-07-24,0.3,Neutral,Trading sideways with no clear direction.
2020-07-25,0.88,Positive,Record high inflows seen in crypto funds.
2020-07-26,0.407,Positive,Bulls taking control of the market.
2020-07-27,0.694,Positive,Institutional adoption continues to grow.
2020-07-28,-0.209,Neutral,Market consolidating around key levels.
2020-07-29,-0.148,Neutral,Market participants remain undecided.
2020-07-30,0.969,Positive,Institutional adoption continues to grow.
2020-07-31,0.531,Positive,Record high inflows seen in crypto funds.
2020-08-01,0.853,Positive,Institutional adoption continues to grow.
2020-08-02,-0.439,Negative,Major exchange hack sparks panic selling.
2020-08-03,0.549,Positive,Positive regulatory news sparks a rally.
2020-08-04,0.041,Neutral,Trading sideways with no clear direction.
2020-08-05,0.519,Positive,Bulls taking control of the market.
2020-08-06,-0.326,Negative,Fears of regulatory crackdown loom.
2020-08-07,-0.484,Negative,Fears of regulatory crackdown loom.
2020-08-08,0.756,Positive,Record high inflows seen in crypto funds.
2020-08-09,-0.379,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-08-10,0.148,Neutral,Sideways trading continues throughout the session.
2020-08-11,-0.44,Negative,Fears of regulatory crackdown loom.
2020-08-12,0.392,Positive,Bulls taking control of the market.
2020-08-13,1.0,Positive,Market shows strong resilience.
2020-08-14,0.292,Neutral,Market participants remain undecided.
2020-08-15,-0.308,Negative,Fears of regulatory crackdown loom.
2020-08-16,0.234,Neutral,Low volatility day ahead of fed meeting.
2020-08-17,0.08,Neutral,Low volatility day ahead of fed meeting.
2020-08-18,-0.202,Neutral,Sideways trading continues throughout the session.
2020-08-19,-0.64,Negative,Major exchange hack sparks panic selling.
2020-08-20,0.51,Positive,Bulls taking control of the market.
2020-08-21,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-08-22,0.149,Neutral,Market participants remain undecided.
2020-08-23,-0.21,Neutral,Sideways trading continues throughout the session.
2020-08-24,0.703,Positive,Market shows strong resilience.
2020-08-25,-0.851,Negative,Major exchange hack sparks panic selling.
2020-08-26,-0.074,Neutral,Market consolidating around key levels.
2020-08-27,-0.074,Neutral,Market consolidating around key levels.
2020-08-28,0.395,Positive,Market shows strong resilience.
2020-08-29,0.095,Neutral,Trading sideways with no clear direction.
2020-08-30,0.993,Positive,Bulls taking control of the market.
2020-08-31,0.364,Positive,Record high inflows seen in crypto funds.
2020-09-01,0.903,Positive,Institutional adoption continues to grow.
2020-09-02,-0.865,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-09-03,-1.0,Negative,Investors fleeing risk-on assets.
2020-09-04,0.301,Positive,Market shows strong resilience.
2020-09-05,-1.0,Negative,Fears of regulatory crackdown loom.
2020-09-06,0.617,Positive,Bulls taking control of the market.
2020-09-07,0.073,Neutral,Sideways trading continues throughout the session.
2020-09-08,-0.796,Negative,Fears of regulatory crackdown loom.
2020-09-09,0.592,Positive,Bulls taking control of the market.
2020-09-10,0.83,Positive,Market shows strong resilience.
2020-09-11,0.082,Neutral,Market participants remain undecided.
2020-09-12,0.449,Positive,Bulls taking control of the market.
2020-09-13,-0.825,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-09-14,0.376,Positive,Market shows strong resilience.
2020-09-15,-0.338,Negative,Major exchange hack sparks panic selling.
2020-09-16,0.073,Neutral,Sideways trading continues throughout the session.
2020-09-17,0.881,Positive,Positive regulatory news sparks a rally.
2020-09-18,-0.262,Neutral,Trading sideways with no clear direction.
2020-09-19,-0.04,Neutral,Trading sideways with no clear direction.
2020-09-20,-0.437,Negative,Investors fleeing risk-on assets.
2020-09-21,-0.993,Negative,Investors fleeing risk-on assets.
2020-09-22,0.253,Neutral,Market participants remain undecided.
2020-09-23,-0.991,Negative,Investors fleeing risk-on assets.
2020-09-24,1.0,Positive,Market shows strong resilience.
2020-09-25,0.067,Neutral,Trading sideways with no clear direction.
2020-09-26,0.12,Neutral,Low volatility day ahead of fed meeting.
2020-09-27,0.283,Neutral,Low volatility day ahead of fed meeting.
2020-09-28,-0.111,Neutral,Low volatility day ahead of fed meeting.
2020-09-29,0.116,Neutral,Low volatility day ahead of fed meeting.
2020-09-30,-0.122,Neutral,Sideways trading continues throughout the session.
2020-10-01,-0.371,Negative,Investors fleeing risk-on assets.
2020-10-02,-0.414,Negative,Fears of regulatory crackdown loom.
2020-10-03,-0.093,Neutral,Market participants remain undecided.
2020-10-04,0.104,Neutral,Sideways trading continues throughout the session.
2020-10-05,0.078,Neutral,Market consolidating around key levels.
2020-10-06,-0.697,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-10-07,0.217,Neutral,Market participants remain undecided.
2020-10-08,0.529,Positive,Market shows strong resilience.
2020-10-09,0.545,Positive,Bulls taking control of the market.
2020-10-10,0.357,Positive,Record high inflows seen in crypto funds.
2020-10-11,0.048,Neutral,Market participants remain undecided.
2020-10-12,0.679,Positive,Institutional adoption continues to grow.
2020-10-13,-0.138,Neutral,Sideways trading continues throughout the session.
2020-10-14,-0.146,Neutral,Low volatility day ahead of fed meeting.
2020-10-15,0.028,Neutral,Trading sideways with no clear direction.
2020-10-16,-0.413,Negative,Bears dominating as support levels break.
2020-10-17,-0.023,Neutral,Low volatility day ahead of fed meeting.
2020-10-18,0.266,Neutral,Market consolidating around key levels.
2020-10-19,-0.087,Neutral,Market consolidating around key levels.
2020-10-20,-0.446,Negative,Investors fleeing risk-on assets.
2020-10-21,0.75,Positive,Market shows strong resilience.
2020-10-22,0.767,Positive,Market shows strong resilience.
2020-10-23,-0.168,Neutral,Low volatility day ahead of fed meeting.
2020-10-24,0.216,Neutral,Sideways trading continues throughout the session.
2020-10-25,-0.13,Neutral,Market consolidating around key levels.
2020-10-26,-0.435,Negative,Major exchange hack sparks panic selling.
2020-10-27,0.265,Neutral,Low volatility day ahead of fed meeting.
2020-10-28,-0.579,Negative,Fears of regulatory crackdown loom.
2020-10-29,-0.241,Neutral,Market participants remain undecided.
2020-10-30,-0.107,Neutral,Market consolidating around key levels.
2020-10-31,0.117,Neutral,Trading sideways with no clear direction.
2020-11-01,0.55,Positive,Positive regulatory news sparks a rally.
2020-11-02,-0.566,Negative,Fears of regulatory crackdown loom.
2020-11-03,0.187,Neutral,Low volatility day ahead of fed meeting.
2020-11-04,0.642,Positive,Bulls taking control of the market.
2020-11-05,0.533,Positive,Institutional adoption continues to grow.
2020-11-06,0.888,Positive,Bulls taking control of the market.
2020-11-07,-0.823,Negative,Bears dominating as support levels break.
2020-11-08,0.781,Positive,Bulls taking control of the market.
2020-11-09,-0.323,Negative,Fears of regulatory crackdown loom.
2020-11-10,0.284,Neutral,Market participants remain undecided.
2020-11-11,0.36,Positive,Market shows strong resilience.
2020-11-12,-0.209,Neutral,Trading sideways with no clear direction.
2020-11-13,0.626,Positive,Record high inflows seen in crypto funds.
2020-11-14,-0.55,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-11-15,-0.332,Negative,Bears dominating as support levels break.
2020-11-16,0.492,Positive,Record high inflows seen in crypto funds.
2020-11-17,0.637,Positive,Market shows strong resilience.
2020-11-18,-0.027,Neutral,Market consolidating around key levels.
2020-11-19,-0.093,Neutral,Sideways trading continues throughout the session.
2020-11-20,1.0,Positive,Bulls taking control of the market.
2020-11-21,0.954,Positive,Positive regulatory news sparks a rally.
2020-11-22,0.287,Neutral,Market consolidating around key levels.
2020-11-23,1.0,Positive,Positive regulatory news sparks a rally.
2020-11-24,-0.045,Neutral,Sideways trading continues throughout the session.
2020-11-25,-0.726,Negative,Major exchange hack sparks panic selling.
2020-11-26,-1.0,Negative,Fears of regulatory crackdown loom.
2020-11-27,-0.037,Neutral,Low volatility day ahead of fed meeting.
2020-11-28,0.632,Positive,Market shows strong resilience.
2020-11-29,0.892,Positive,Positive regulatory news sparks a rally.
2020-11-30,1.0,Positive,Market shows strong resilience.
2020-12-01,-0.688,Negative,Investors fleeing risk-on assets.
2020-12-02,0.472,Positive,Bulls taking control of the market.
2020-12-03,0.351,Positive,Bulls taking control of the market.
2020-12-04,-0.977,Negative,Fears of regulatory crackdown loom.
2020-12-05,0.904,Positive,Record high inflows seen in crypto funds.
2020-12-06,-0.045,Neutral,Sideways trading continues throughout the session.
2020-12-07,-0.438,Negative,Bears dominating as support levels break.
2020-12-08,-1.0,Negative,Bears dominating as support levels break.
2020-12-09,0.607,Positive,Institutional adoption continues to grow.
2020-12-10,-0.402,Negative,Major exchange hack sparks panic selling.
2020-12-11,-0.41,Negative,Major exchange hack sparks panic selling.
2020-12-12,0.713,Positive,Institutional adoption continues to grow.
2020-12-13,0.772,Positive,Positive regulatory news sparks a rally.
2020-12-14,-0.081,Neutral,Trading sideways with no clear direction.
2020-12-15,-0.021,Neutral,Trading sideways with no clear direction.
2020-12-16,1.0,Positive,Bulls taking control of the market.
2020-12-17,-0.039,Neutral,Low volatility day ahead of fed meeting.
2020-12-18,0.441,Positive,Bulls taking control of the market.
2020-12-19,0.13,Neutral,Market participants remain undecided.
2020-12-20,-0.376,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-12-21,-0.758,Negative,Investors fleeing risk-on assets.
2020-12-22,0.512,Positive,Bulls taking control of the market.
2020-12-23,-0.98,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-12-24,0.587,Positive,Positive regulatory news sparks a rally.
2020-12-25,0.325,Positive,Institutional adoption continues to grow.
2020-12-26,0.127,Neutral,Sideways trading continues throughout the session.
2020-12-27,0.932,Positive,Bulls taking control of the market.
2020-12-28,0.886,Positive,Bulls taking control of the market.
2020-12-29,-0.004,Neutral,Market participants remain undecided.
2020-12-30,0.425,Positive,Institutional adoption continues to grow.
2020-12-31,-0.184,Neutral,Market participants remain undecided.
2021-01-01,-0.068,Neutral,Market participants remain undecided.
2021-01-02,0.876,Positive,Record high inflows seen in crypto funds.
2021-01-03,1.0,Positive,Market shows strong resilience.
2021-01-04,0.787,Positive,Institutional adoption continues to grow.
2021-01-05,0.812,Positive,Positive regulatory news sparks a rally.
2021-01-06,0.833,Positive,Bulls taking control of the market.
2021-01-07,0.082,Neutral,Trading sideways with no clear direction.
2021-01-08,-0.041,Neutral,Market participants remain undecided.
2021-01-09,0.577,Positive,Market shows strong resilience.
2021-01-10,-0.077,Neutral,Sideways trading continues throughout the session.
2021-01-11,-0.984,Negative,Investors fleeing risk-on assets.
2021-01-12,-0.539,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-13,1.0,Positive,Bulls taking control of the market.
2021-01-14,1.0,Positive,Record high inflows seen in crypto funds.
2021-01-15,-0.887,Negative,Bears dominating as support levels break.
2021-01-16,0.699,Positive,Bulls taking control of the market.
2021-01-17,0.106,Neutral,Market consolidating around key levels.
2021-01-18,0.196,Neutral,Market consolidating around key levels.
2021-01-19,1.0,Positive,Market shows strong resilience.
2021-01-20,0.033,Neutral,Market consolidating around key levels.
2021-01-21,-0.887,Negative,Major exchange hack sparks panic selling.
2021-01-22,1.0,Positive,Institutional adoption continues to grow.
2021-01-23,-0.027,Neutral,Sideways trading continues throughout the session.
2021-01-24,0.934,Positive,Bulls taking control of the market.
2021-01-25,-0.995,Negative,Fears of regulatory crackdown loom.
2021-01-26,0.378,Positive,Institutional adoption continues to grow.
2021-01-27,-0.898,Negative,Fears of regulatory crackdown loom.
2021-01-28,0.896,Positive,Bulls taking control of the market.
2021-01-29,0.365,Positive,Record high inflows seen in crypto funds.
2021-01-30,-0.136,Neutral,Market consolidating around key levels.
2021-01-31,-0.855,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-02-01,0.589,Positive,Bulls taking control of the market.
2021-02-02,0.91,Positive,Record high inflows seen in crypto funds.
2021-02-03,1.0,Positive,Institutional adoption continues to grow.
2021-02-04,-0.643,Negative,Bears dominating as support levels break.
2021-02-05,1.0,Positive,Record high inflows seen in crypto funds.
2021-02-06,-0.201,Neutral,Sideways trading continues throughout the session.
2021-02-07,-0.713,Negative,Fears of regulatory crackdown loom.
2021-02-08,0.874,Positive,Institutional adoption continues to grow.
2021-02-09,-0.012,Neutral,Market consolidating around key levels.
2021-02-10,-0.331,Negative,Bears dominating as support levels break.
2021-02-11,0.336,Positive,Record high inflows seen in crypto funds.
2021-02-12,0.548,Positive,Record high inflows seen in crypto funds.
2021-02-13,-0.405,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-02-14,-0.249,Neutral,Sideways trading continues throughout the session.
2021-02-15,-0.349,Negative,Major exchange hack sparks panic selling.
2021-02-16,0.075,Neutral,Sideways trading continues throughout the session.
2021-02-17,0.652,Positive,Market shows strong resilience.
2021-02-18,0.548,Positive,Bulls taking control of the market.
