date,sentiment_score,sentiment_label,simulated_headline
2020-10-02,-0.325,Negative,Major exchange hack sparks panic selling.
2020-10-03,-0.088,Neutral,Market consolidating around key levels.
2020-10-04,0.332,Positive,Market shows strong resilience.
2020-10-05,0.004,Neutral,Sideways trading continues throughout the session.
2020-10-06,0.009,Neutral,Trading sideways with no clear direction.
2020-10-07,0.012,Neutral,Sideways trading continues throughout the session.
2020-10-08,0.049,Neutral,Sideways trading continues throughout the session.
2020-10-09,0.259,Neutral,Low volatility day ahead of fed meeting.
2020-10-10,-0.157,Neutral,Sideways trading continues throughout the session.
2020-10-11,-0.008,Neutral,Low volatility day ahead of fed meeting.
2020-10-12,-0.116,Neutral,Sideways trading continues throughout the session.
2020-10-13,-0.305,Negative,Fears of regulatory crackdown loom.
2020-10-14,-0.036,Neutral,Sideways trading continues throughout the session.
2020-10-15,-0.392,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-10-16,-0.089,Neutral,Low volatility day ahead of fed meeting.
2020-10-17,-0.166,Neutral,Market consolidating around key levels.
2020-10-18,-0.091,Neutral,Market participants remain undecided.
2020-10-19,0.081,Neutral,Market participants remain undecided.
2020-10-20,0.204,Neutral,Low volatility day ahead of fed meeting.
2020-10-21,0.206,Neutral,Sideways trading continues throughout the session.
2020-10-22,0.102,Neutral,Market consolidating around key levels.
2020-10-23,0.028,Neutral,Market consolidating around key levels.
2020-10-24,0.143,Neutral,Trading sideways with no clear direction.
2020-10-25,-0.033,Neutral,Sideways trading continues throughout the session.
2020-10-26,0.265,Neutral,Trading sideways with no clear direction.
2020-10-27,0.152,Neutral,Market participants remain undecided.
2020-10-28,-0.586,Negative,Fears of regulatory crackdown loom.
2020-10-29,0.134,Neutral,Low volatility day ahead of fed meeting.
2020-10-30,0.194,Neutral,Low volatility day ahead of fed meeting.
2020-10-31,-0.153,Neutral,Market consolidating around key levels.
2020-11-01,-0.029,Neutral,Market participants remain undecided.
2020-11-02,-0.543,Negative,Bears dominating as support levels break.
2020-11-03,0.095,Neutral,Sideways trading continues throughout the session.
2020-11-04,0.013,Neutral,Trading sideways with no clear direction.
2020-11-05,0.709,Positive,Bulls taking control of the market.
2020-11-06,0.872,Positive,Record high inflows seen in crypto funds.
2020-11-07,-0.49,Negative,Bears dominating as support levels break.
2020-11-08,0.232,Neutral,Low volatility day ahead of fed meeting.
2020-11-09,-0.363,Negative,Bears dominating as support levels break.
2020-11-10,0.533,Positive,Bulls taking control of the market.
2020-11-11,-0.155,Neutral,Market participants remain undecided.
2020-11-12,0.074,Neutral,Market consolidating around key levels.
2020-11-13,0.13,Neutral,Market consolidating around key levels.
2020-11-14,-0.261,Neutral,Trading sideways with no clear direction.
2020-11-15,0.12,Neutral,Low volatility day ahead of fed meeting.
2020-11-16,0.555,Positive,Record high inflows seen in crypto funds.
2020-11-17,0.218,Neutral,Market consolidating around key levels.
2020-11-18,-0.052,Neutral,Sideways trading continues throughout the session.
2020-11-19,-0.087,Neutral,Trading sideways with no clear direction.
2020-11-20,0.275,Neutral,Low volatility day ahead of fed meeting.
2020-11-21,0.812,Positive,Positive regulatory news sparks a rally.
2020-11-22,-0.557,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-11-23,0.951,Positive,Record high inflows seen in crypto funds.
2020-11-24,1.0,Positive,Bulls taking control of the market.
2020-11-25,-1.0,Negative,Bears dominating as support levels break.
2020-11-26,-0.93,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-11-27,-0.072,Neutral,Low volatility day ahead of fed meeting.
2020-11-28,0.434,Positive,Market shows strong resilience.
2020-11-29,0.006,Neutral,Market participants remain undecided.
2020-11-30,0.367,Positive,Positive regulatory news sparks a rally.
2020-12-01,-1.0,Negative,Major exchange hack sparks panic selling.
2020-12-02,0.067,Neutral,Market participants remain undecided.
2020-12-03,0.116,Neutral,Market consolidating around key levels.
2020-12-04,-0.484,Negative,Major exchange hack sparks panic selling.
2020-12-05,0.407,Positive,Positive regulatory news sparks a rally.
2020-12-06,0.119,Neutral,Market participants remain undecided.
2020-12-07,-0.275,Neutral,Sideways trading continues throughout the session.
2020-12-08,-0.67,Negative,Fears of regulatory crackdown loom.
2020-12-09,-0.105,Neutral,Market participants remain undecided.
2020-12-10,-0.297,Neutral,Trading sideways with no clear direction.
2020-12-11,-0.171,Neutral,Market participants remain undecided.
2020-12-12,0.461,Positive,Record high inflows seen in crypto funds.
2020-12-13,0.628,Positive,Record high inflows seen in crypto funds.
2020-12-14,-0.307,Negative,Market bleeds amidst macroeconomic uncertainty.
2020-12-15,-0.239,Neutral,Market participants remain undecided.
2020-12-16,0.869,Positive,Institutional adoption continues to grow.
2020-12-17,0.94,Positive,Record high inflows seen in crypto funds.
2020-12-18,0.628,Positive,Institutional adoption continues to grow.
2020-12-19,0.175,Neutral,Market participants remain undecided.
2020-12-20,1.0,Positive,Market shows strong resilience.
2020-12-21,0.267,Neutral,Market consolidating around key levels.
2020-12-22,-0.683,Negative,Fears of regulatory crackdown loom.
2020-12-23,-0.966,Negative,Fears of regulatory crackdown loom.
2020-12-24,1.0,Positive,Record high inflows seen in crypto funds.
2020-12-25,-0.113,Neutral,Sideways trading continues throughout the session.
2020-12-26,-0.192,Neutral,Market participants remain undecided.
2020-12-27,-0.053,Neutral,Trading sideways with no clear direction.
2020-12-28,0.307,Positive,Bulls taking control of the market.
2020-12-29,-0.511,Negative,Bears dominating as support levels break.
2020-12-30,0.34,Positive,Bulls taking control of the market.
2020-12-31,0.066,Neutral,Trading sideways with no clear direction.
2021-01-01,0.883,Positive,Positive regulatory news sparks a rally.
2021-01-02,0.897,Positive,Market shows strong resilience.
2021-01-03,-0.967,Negative,Bears dominating as support levels break.
2021-01-04,0.015,Neutral,Sideways trading continues throughout the session.
2021-01-05,0.411,Positive,Market shows strong resilience.
2021-01-06,0.845,Positive,Record high inflows seen in crypto funds.
2021-01-07,-0.902,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-08,0.121,Neutral,Market participants remain undecided.
2021-01-09,0.494,Positive,Bulls taking control of the market.
2021-01-10,-0.5,Negative,Major exchange hack sparks panic selling.
2021-01-11,-1.0,Negative,Investors fleeing risk-on assets.
2021-01-12,-0.94,Negative,Fears of regulatory crackdown loom.
2021-01-13,0.84,Positive,Record high inflows seen in crypto funds.
2021-01-14,1.0,Positive,Positive regulatory news sparks a rally.
2021-01-15,-0.23,Neutral,Trading sideways with no clear direction.
2021-01-16,-0.245,Neutral,Low volatility day ahead of fed meeting.
2021-01-17,-0.42,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-18,-0.019,Neutral,Market consolidating around key levels.
2021-01-19,-0.177,Neutral,Market participants remain undecided.
2021-01-20,-0.138,Neutral,Sideways trading continues throughout the session.
2021-01-21,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-22,0.826,Positive,Record high inflows seen in crypto funds.
2021-01-23,0.134,Neutral,Trading sideways with no clear direction.
2021-01-24,0.284,Neutral,Low volatility day ahead of fed meeting.
2021-01-25,-0.836,Negative,Fears of regulatory crackdown loom.
2021-01-26,-0.192,Neutral,Market consolidating around key levels.
2021-01-27,-1.0,Negative,Major exchange hack sparks panic selling.
2021-01-28,1.0,Positive,Bulls taking control of the market.
2021-01-29,0.822,Positive,Institutional adoption continues to grow.
2021-01-30,-0.852,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-01-31,0.872,Positive,Institutional adoption continues to grow.
2021-02-01,-0.996,Negative,Fears of regulatory crackdown loom.
2021-02-02,-0.802,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-02-03,0.922,Positive,Positive regulatory news sparks a rally.
2021-02-04,1.0,Positive,Institutional adoption continues to grow.
2021-02-05,-0.924,Negative,Investors fleeing risk-on assets.
2021-02-06,1.0,Positive,Bulls taking control of the market.
2021-02-07,0.811,Positive,Record high inflows seen in crypto funds.
2021-02-08,0.282,Neutral,Sideways trading continues throughout the session.
2021-02-09,-0.991,Negative,Fears of regulatory crackdown loom.
2021-02-10,0.492,Positive,Institutional adoption continues to grow.
2021-02-11,-0.656,Negative,Fears of regulatory crackdown loom.
2021-02-12,-0.109,Neutral,Sideways trading continues throughout the session.
2021-02-13,-0.873,Negative,Major exchange hack sparks panic selling.
2021-02-14,-0.993,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-02-15,-0.935,Negative,Fears of regulatory crackdown loom.
2021-02-16,-0.851,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-02-17,-0.822,Negative,Bears dominating as support levels break.
2021-02-18,1.0,Positive,Institutional adoption continues to grow.
2021-02-19,-0.87,Negative,Fears of regulatory crackdown loom.
2021-02-20,-0.137,Neutral,Trading sideways with no clear direction.
2021-02-21,0.323,Positive,Institutional adoption continues to grow.
2021-02-22,-0.668,Negative,Bears dominating as support levels break.
2021-02-23,-1.0,Negative,Bears dominating as support levels break.
2021-02-24,0.965,Positive,Positive regulatory news sparks a rally.
2021-02-25,-0.915,Negative,Fears of regulatory crackdown loom.
2021-02-26,0.195,Neutral,Low volatility day ahead of fed meeting.
2021-02-27,-0.226,Neutral,Market participants remain undecided.
2021-02-28,-0.772,Negative,Investors fleeing risk-on assets.
2021-03-01,0.663,Positive,Bulls taking control of the market.
2021-03-02,0.073,Neutral,Market consolidating around key levels.
2021-03-03,0.043,Neutral,Low volatility day ahead of fed meeting.
2021-03-04,-0.118,Neutral,Market participants remain undecided.
2021-03-05,-0.241,Neutral,Market participants remain undecided.
2021-03-06,0.336,Positive,Market shows strong resilience.
2021-03-07,0.452,Positive,Bulls taking control of the market.
2021-03-08,0.869,Positive,Market shows strong resilience.
2021-03-09,-1.0,Negative,Major exchange hack sparks panic selling.
2021-03-10,-0.442,Negative,Fears of regulatory crackdown loom.
2021-03-11,0.211,Neutral,Sideways trading continues throughout the session.
2021-03-12,-0.124,Neutral,Trading sideways with no clear direction.
2021-03-13,0.91,Positive,Record high inflows seen in crypto funds.
2021-03-14,-1.0,Negative,Fears of regulatory crackdown loom.
2021-03-15,-0.18,Neutral,Low volatility day ahead of fed meeting.
2021-03-16,0.543,Positive,Institutional adoption continues to grow.
2021-03-17,-0.295,Neutral,Trading sideways with no clear direction.
2021-03-18,-0.325,Negative,Fears of regulatory crackdown loom.
2021-03-19,0.163,Neutral,Trading sideways with no clear direction.
2021-03-20,0.011,Neutral,Sideways trading continues throughout the session.
2021-03-21,-0.355,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-03-22,-0.711,Negative,Fears of regulatory crackdown loom.
2021-03-23,-0.236,Neutral,Low volatility day ahead of fed meeting.
2021-03-24,-0.624,Negative,Major exchange hack sparks panic selling.
2021-03-25,-0.165,Neutral,Market consolidating around key levels.
2021-03-26,0.781,Positive,Bulls taking control of the market.
2021-03-27,0.253,Neutral,Sideways trading continues throughout the session.
2021-03-28,-0.224,Neutral,Market participants remain undecided.
2021-03-29,0.216,Neutral,Low volatility day ahead of fed meeting.
2021-03-30,-0.026,Neutral,Market consolidating around key levels.
2021-03-31,-0.173,Neutral,Market consolidating around key levels.
2021-04-01,0.809,Positive,Bulls taking control of the market.
2021-04-02,-0.922,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-04-03,-0.437,Negative,Major exchange hack sparks panic selling.
2021-04-04,0.475,Positive,Positive regulatory news sparks a rally.
2021-04-05,0.669,Positive,Market shows strong resilience.
2021-04-06,0.893,Positive,Institutional adoption continues to grow.
2021-04-07,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-04-08,0.687,Positive,Bulls taking control of the market.
2021-04-09,-0.239,Neutral,Trading sideways with no clear direction.
2021-04-10,0.636,Positive,Positive regulatory news sparks a rally.
2021-04-11,1.0,Positive,Positive regulatory news sparks a rally.
2021-04-12,-0.859,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-04-13,0.976,Positive,Market shows strong resilience.
2021-04-14,0.998,Positive,Record high inflows seen in crypto funds.
2021-04-15,0.97,Positive,Bulls taking control of the market.
2021-04-16,1.0,Positive,Positive regulatory news sparks a rally.
2021-04-17,-0.927,Negative,Bears dominating as support levels break.
2021-04-18,0.868,Positive,Positive regulatory news sparks a rally.
2021-04-19,0.838,Positive,Bulls taking control of the market.
2021-04-20,-0.867,Negative,Fears of regulatory crackdown loom.
2021-04-21,-0.529,Negative,Fears of regulatory crackdown loom.
2021-04-22,-1.0,Negative,Fears of regulatory crackdown loom.
2021-04-23,-0.644,Negative,Fears of regulatory crackdown loom.
2021-04-24,0.9,Positive,Bulls taking control of the market.
2021-04-25,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-04-26,0.842,Positive,Bulls taking control of the market.
2021-04-27,0.217,Neutral,Low volatility day ahead of fed meeting.
2021-04-28,1.0,Positive,Market shows strong resilience.
2021-04-29,-1.0,Negative,Fears of regulatory crackdown loom.
2021-04-30,1.0,Positive,Market shows strong resilience.
2021-05-01,1.0,Positive,Record high inflows seen in crypto funds.
2021-05-02,-0.839,Negative,Fears of regulatory crackdown loom.
2021-05-03,0.823,Positive,Institutional adoption continues to grow.
2021-05-04,0.812,Positive,Positive regulatory news sparks a rally.
2021-05-05,0.857,Positive,Positive regulatory news sparks a rally.
2021-05-06,-1.0,Negative,Fears of regulatory crackdown loom.
2021-05-07,0.815,Positive,Institutional adoption continues to grow.
2021-05-08,-1.0,Negative,Fears of regulatory crackdown loom.
2021-05-09,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-05-10,-1.0,Negative,Investors fleeing risk-on assets.
2021-05-11,0.86,Positive,Record high inflows seen in crypto funds.
2021-05-12,-0.894,Negative,Bears dominating as support levels break.
2021-05-13,0.829,Positive,Bulls taking control of the market.
2021-05-14,1.0,Positive,Bulls taking control of the market.
2021-05-15,-0.832,Negative,Fears of regulatory crackdown loom.
2021-05-16,0.177,Neutral,Low volatility day ahead of fed meeting.
2021-05-17,-0.833,Negative,Major exchange hack sparks panic selling.
2021-05-18,-0.338,Negative,Major exchange hack sparks panic selling.
2021-05-19,-1.0,Negative,Major exchange hack sparks panic selling.
2021-05-20,0.823,Positive,Bulls taking control of the market.
2021-05-21,-0.874,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-05-22,-0.523,Negative,Fears of regulatory crackdown loom.
2021-05-23,-0.82,Negative,Fears of regulatory crackdown loom.
2021-05-24,0.868,Positive,Bulls taking control of the market.
2021-05-25,-0.66,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-05-26,0.358,Positive,Market shows strong resilience.
2021-05-27,-0.863,Negative,Investors fleeing risk-on assets.
2021-05-28,-1.0,Negative,Bears dominating as support levels break.
2021-05-29,-0.308,Negative,Investors fleeing risk-on assets.
2021-05-30,-0.06,Neutral,Market consolidating around key levels.
2021-05-31,1.0,Positive,Bulls taking control of the market.
2021-06-01,1.0,Positive,Record high inflows seen in crypto funds.
2021-06-02,1.0,Positive,Market shows strong resilience.
2021-06-03,-0.648,Negative,Bears dominating as support levels break.
2021-06-04,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-06-05,-0.309,Negative,Bears dominating as support levels break.
2021-06-06,0.19,Neutral,Sideways trading continues throughout the session.
2021-06-07,-1.0,Negative,Bears dominating as support levels break.
2021-06-08,-0.162,Neutral,Trading sideways with no clear direction.
2021-06-09,0.771,Positive,Institutional adoption continues to grow.
2021-06-10,-0.941,Negative,Investors fleeing risk-on assets.
2021-06-11,-0.284,Neutral,Market participants remain undecided.
2021-06-12,-0.446,Negative,Major exchange hack sparks panic selling.
2021-06-13,0.634,Positive,Positive regulatory news sparks a rally.
2021-06-14,0.189,Neutral,Trading sideways with no clear direction.
2021-06-15,-0.388,Negative,Investors fleeing risk-on assets.
2021-06-16,-0.451,Negative,Investors fleeing risk-on assets.
2021-06-17,-0.058,Neutral,Sideways trading continues throughout the session.
2021-06-18,-0.44,Negative,Major exchange hack sparks panic selling.
2021-06-19,-0.388,Negative,Fears of regulatory crackdown loom.
2021-06-20,-0.441,Negative,Major exchange hack sparks panic selling.
2021-06-21,-0.862,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-06-22,0.986,Positive,Record high inflows seen in crypto funds.
2021-06-23,0.963,Positive,Record high inflows seen in crypto funds.
2021-06-24,0.888,Positive,Positive regulatory news sparks a rally.
2021-06-25,-1.0,Negative,Bears dominating as support levels break.
2021-06-26,0.363,Positive,Bulls taking control of the market.
2021-06-27,1.0,Positive,Institutional adoption continues to grow.
2021-06-28,-0.381,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-06-29,0.322,Positive,Positive regulatory news sparks a rally.
2021-06-30,-0.66,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-07-01,-0.437,Negative,Fears of regulatory crackdown loom.
2021-07-02,0.071,Neutral,Trading sideways with no clear direction.
2021-07-03,-0.069,Neutral,Market participants remain undecided.
2021-07-04,-0.07,Neutral,Low volatility day ahead of fed meeting.
2021-07-05,-0.911,Negative,Fears of regulatory crackdown loom.
2021-07-06,0.242,Neutral,Sideways trading continues throughout the session.
2021-07-07,-0.565,Negative,Fears of regulatory crackdown loom.
2021-07-08,-0.989,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-07-09,0.954,Positive,Market shows strong resilience.
2021-07-10,-0.552,Negative,Bears dominating as support levels break.
2021-07-11,0.301,Positive,Market shows strong resilience.
2021-07-12,-0.522,Negative,Bears dominating as support levels break.
2021-07-13,-0.52,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-07-14,-0.035,Neutral,Low volatility day ahead of fed meeting.
2021-07-15,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-07-16,-0.86,Negative,Investors fleeing risk-on assets.
2021-07-17,1.0,Positive,Record high inflows seen in crypto funds.
2021-07-18,-0.333,Negative,Investors fleeing risk-on assets.
2021-07-19,-0.553,Negative,Major exchange hack sparks panic selling.
2021-07-20,-0.197,Neutral,Low volatility day ahead of fed meeting.
2021-07-21,1.0,Positive,Record high inflows seen in crypto funds.
2021-07-22,-0.095,Neutral,Low volatility day ahead of fed meeting.
2021-07-23,0.276,Neutral,Trading sideways with no clear direction.
2021-07-24,0.053,Neutral,Low volatility day ahead of fed meeting.
2021-07-25,-0.063,Neutral,Market participants remain undecided.
2021-07-26,0.398,Positive,Bulls taking control of the market.
2021-07-27,-0.011,Neutral,Trading sideways with no clear direction.
2021-07-28,-0.171,Neutral,Trading sideways with no clear direction.
2021-07-29,-0.061,Neutral,Market participants remain undecided.
2021-07-30,0.119,Neutral,Sideways trading continues throughout the session.
2021-07-31,-0.079,Neutral,Market consolidating around key levels.
2021-08-01,-0.299,Neutral,Low volatility day ahead of fed meeting.
2021-08-02,-0.028,Neutral,Market participants remain undecided.
2021-08-03,-0.471,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-08-04,0.204,Neutral,Trading sideways with no clear direction.
2021-08-05,-0.052,Neutral,Trading sideways with no clear direction.
2021-08-06,0.449,Positive,Market shows strong resilience.
2021-08-07,1.0,Positive,Record high inflows seen in crypto funds.
2021-08-08,-1.0,Negative,Fears of regulatory crackdown loom.
2021-08-09,0.877,Positive,Institutional adoption continues to grow.
2021-08-10,0.219,Neutral,Market consolidating around key levels.
2021-08-11,0.368,Positive,Market shows strong resilience.
2021-08-12,-0.201,Neutral,Low volatility day ahead of fed meeting.
2021-08-13,0.827,Positive,Institutional adoption continues to grow.
2021-08-14,0.246,Neutral,Sideways trading continues throughout the session.
2021-08-15,1.0,Positive,Record high inflows seen in crypto funds.
2021-08-16,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-08-17,-0.954,Negative,Major exchange hack sparks panic selling.
2021-08-18,0.257,Neutral,Low volatility day ahead of fed meeting.
2021-08-19,0.748,Positive,Institutional adoption continues to grow.
2021-08-20,0.444,Positive,Bulls taking control of the market.
2021-08-21,-0.545,Negative,Bears dominating as support levels break.
2021-08-22,-0.233,Neutral,Market consolidating around key levels.
2021-08-23,-0.047,Neutral,Trading sideways with no clear direction.
2021-08-24,-0.913,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-08-25,0.384,Positive,Institutional adoption continues to grow.
2021-08-26,-1.0,Negative,Investors fleeing risk-on assets.
2021-08-27,1.0,Positive,Positive regulatory news sparks a rally.
2021-08-28,-0.505,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-08-29,-0.45,Negative,Fears of regulatory crackdown loom.
2021-08-30,-0.389,Negative,Bears dominating as support levels break.
2021-08-31,0.329,Positive,Market shows strong resilience.
2021-09-01,1.0,Positive,Institutional adoption continues to grow.
2021-09-02,-0.176,Neutral,Market participants remain undecided.
2021-09-03,0.018,Neutral,Trading sideways with no clear direction.
2021-09-04,0.288,Neutral,Low volatility day ahead of fed meeting.
2021-09-05,0.775,Positive,Institutional adoption continues to grow.
2021-09-06,-0.068,Neutral,Sideways trading continues throughout the session.
2021-09-07,-1.0,Negative,Major exchange hack sparks panic selling.
2021-09-08,0.1,Neutral,Sideways trading continues throughout the session.
2021-09-09,-0.187,Neutral,Market consolidating around key levels.
2021-09-10,-0.622,Negative,Investors fleeing risk-on assets.
2021-09-11,0.214,Neutral,Low volatility day ahead of fed meeting.
2021-09-12,0.658,Positive,Bulls taking control of the market.
2021-09-13,-1.0,Negative,Investors fleeing risk-on assets.
2021-09-14,0.242,Neutral,Low volatility day ahead of fed meeting.
2021-09-15,0.405,Positive,Market shows strong resilience.
2021-09-16,-0.486,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-09-17,-0.176,Neutral,Sideways trading continues throughout the session.
2021-09-18,-0.039,Neutral,Low volatility day ahead of fed meeting.
2021-09-19,-0.365,Negative,Investors fleeing risk-on assets.
2021-09-20,-0.951,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-09-21,-0.519,Negative,Fears of regulatory crackdown loom.
2021-09-22,1.0,Positive,Market shows strong resilience.
2021-09-23,0.113,Neutral,Market consolidating around key levels.
2021-09-24,-0.863,Negative,Fears of regulatory crackdown loom.
2021-09-25,-0.19,Neutral,Trading sideways with no clear direction.
2021-09-26,-0.186,Neutral,Market participants remain undecided.
2021-09-27,-0.218,Neutral,Market consolidating around key levels.
2021-09-28,-0.373,Negative,Bears dominating as support levels break.
2021-09-29,0.244,Neutral,Trading sideways with no clear direction.
2021-09-30,0.24,Neutral,Market participants remain undecided.
2021-10-01,1.0,Positive,Market shows strong resilience.
2021-10-02,-0.259,Neutral,Low volatility day ahead of fed meeting.
2021-10-03,0.344,Positive,Institutional adoption continues to grow.
2021-10-04,1.0,Positive,Institutional adoption continues to grow.
2021-10-05,0.653,Positive,Record high inflows seen in crypto funds.
2021-10-06,0.021,Neutral,Low volatility day ahead of fed meeting.
2021-10-07,-0.658,Negative,Bears dominating as support levels break.
2021-10-08,0.055,Neutral,Sideways trading continues throughout the session.
2021-10-09,0.282,Neutral,Low volatility day ahead of fed meeting.
2021-10-10,-0.89,Negative,Fears of regulatory crackdown loom.
2021-10-11,0.181,Neutral,Market participants remain undecided.
2021-10-12,-0.174,Neutral,Trading sideways with no clear direction.
2021-10-13,0.416,Positive,Positive regulatory news sparks a rally.
2021-10-14,0.033,Neutral,Market participants remain undecided.
2021-10-15,-0.057,Neutral,Market participants remain undecided.
2021-10-16,0.332,Positive,Record high inflows seen in crypto funds.
2021-10-17,0.176,Neutral,Sideways trading continues throughout the session.
2021-10-18,0.505,Positive,Institutional adoption continues to grow.
2021-10-19,-0.115,Neutral,Low volatility day ahead of fed meeting.
2021-10-20,0.625,Positive,Positive regulatory news sparks a rally.
2021-10-21,-0.724,Negative,Fears of regulatory crackdown loom.
2021-10-22,0.034,Neutral,Market participants remain undecided.
2021-10-23,0.254,Neutral,Market consolidating around key levels.
2021-10-24,0.829,Positive,Institutional adoption continues to grow.
2021-10-25,-0.545,Negative,Major exchange hack sparks panic selling.
2021-10-26,-0.647,Negative,Bears dominating as support levels break.
2021-10-27,-0.963,Negative,Bears dominating as support levels break.
2021-10-28,0.885,Positive,Record high inflows seen in crypto funds.
2021-10-29,-0.618,Negative,Market bleeds amidst macroeconomic uncertainty.
2021-10-30,-0.905,Negative,Fears of regulatory crackdown loom.
2021-10-31,0.428,Positive,Record high inflows seen in crypto funds.
2021-11-01,-0.486,Negative,Investors fleeing risk-on assets.
2021-11-02,0.286,Neutral,Sideways trading continues throughout the session.
2021-11-03,-0.306,Negative,Major exchange hack sparks panic selling.
2021-11-04,-0.503,Negative,Bears dominating as support levels break.
2021-11-05,-0.24,Neutral,Market participants remain undecided.
2021-11-06,0.116,Neutral,Low volatility day ahead of fed meeting.
2021-11-07,0.11,Neutral,Low volatility day ahead of fed meeting.
2021-11-08,1.0,Positive,Positive regulatory news sparks a rally.
2021-11-09,-0.6,Negative,Investors fleeing risk-on assets.
2021-11-10,-0.868,Negative,Bears dominating as support levels break.
2021-11-11,0.28,Neutral,Trading sideways with no clear direction.
2021-11-12,-0.047,Neutral,Trading sideways with no clear direction.
2021-11-13,0.113,Neutral,Market consolidating around key levels.
2021-11-14,0.165,Neutral,Trading sideways with no clear direction.
2021-11-15,-0.367,Negative,Bears dominating as support levels break.
2021-11-16,-1.0,Negative,Fears of regulatory crackdown loom.
2021-11-17,0.096,Neutral,Market participants remain undecided.
2021-11-18,-0.829,Negative,Fears of regulatory crackdown loom.
2021-11-19,0.815,Positive,Market shows strong resilience.
2021-11-20,-0.178,Neutral,Market consolidating around key levels.
2021-11-21,-0.676,Negative,Bears dominating as support levels break.
2021-11-22,-0.436,Negative,Fears of regulatory crackdown loom.
2021-11-23,0.521,Positive,Bulls taking control of the market.
2021-11-24,-0.837,Negative,Fears of regulatory crackdown loom.
2021-11-25,0.093,Neutral,Market consolidating around key levels.
2021-11-26,-1.0,Negative,Major exchange hack sparks panic selling.
2021-11-27,0.261,Neutral,Low volatility day ahead of fed meeting.
2021-11-28,0.022,Neutral,Low volatility day ahead of fed meeting.
2021-11-29,0.651,Positive,Positive regulatory news sparks a rally.
2021-11-30,0.141,Neutral,Trading sideways with no clear direction.
2021-12-01,-0.259,Neutral,Sideways trading continues throughout the session.
2021-12-02,-0.121,Neutral,Low volatility day ahead of fed meeting.
2021-12-03,-0.541,Negative,Bears dominating as support levels break.
2021-12-04,-0.841,Negative,Major exchange hack sparks panic selling.
2021-12-05,-0.771,Negative,Major exchange hack sparks panic selling.
2021-12-06,0.753,Positive,Positive regulatory news sparks a rally.
2021-12-07,-0.007,Neutral,Sideways trading continues throughout the session.
2021-12-08,0.338,Positive,Record high inflows seen in crypto funds.
2021-12-09,-0.882,Negative,Major exchange hack sparks panic selling.
2021-12-10,-0.416,Negative,Fears of regulatory crackdown loom.
2021-12-11,0.288,Neutral,Market participants remain undecided.
2021-12-12,0.244,Neutral,Market participants remain undecided.
2021-12-13,-1.0,Negative,Major exchange hack sparks panic selling.
2021-12-14,1.0,Positive,Record high inflows seen in crypto funds.
2021-12-15,-0.99,Negative,Bears dominating as support levels break.
2021-12-16,-0.748,Negative,Bears dominating as support levels break.
2021-12-17,-0.461,Negative,Fears of regulatory crackdown loom.
2021-12-18,0.398,Positive,Positive regulatory news sparks a rally.
2021-12-19,-0.193,Neutral,Low volatility day ahead of fed meeting.
2021-12-20,-0.138,Neutral,Trading sideways with no clear direction.
2021-12-21,0.398,Positive,Record high inflows seen in crypto funds.
2021-12-22,0.237,Neutral,Sideways trading continues throughout the session.
2021-12-23,0.915,Positive,Record high inflows seen in crypto funds.
2021-12-24,0.232,Neutral,Trading sideways with no clear direction.
2021-12-25,0.301,Positive,Institutional adoption continues to grow.
2021-12-26,0.099,Neutral,Market consolidating around key levels.
2021-12-27,-0.132,Neutral,Trading sideways with no clear direction.
2021-12-28,-0.962,Negative,Major exchange hack sparks panic selling.
2021-12-29,-0.631,Negative,Bears dominating as support levels break.
